Email,Appliance_order_num,seasonal_efficiency_ratio,heat_performance_factor
cbennick@toughzap.com,1,39,19.4
cbennick@toughzap.com,2,49.1,23.5
cberganza@zathunicon.com,1,30,18.6
cberganza@zathunicon.com,3,46.7,29.4
cberganza@zathunicon.com,4,42.7,15.9
cbergesen@ron-tech.com,3,46.4,21.2
cbevelacqua@codehow.com,1,35.8,24.5
cbirkner@hottechi.com,3,15.6,18.5
cboord@toughzap.com,1,47.1,23.5
cboulter@condax.com,1,45.9,22.1
cbrachle@goodsilron.com,1,66,28.5
cbruschke@ontomedia.com,1,33.9,21.6
cburnard@opentech.com,1,44.5,17.8
cburnard@opentech.com,2,39.1,29
cburnard@opentech.com,4,54.3,23.1
cbutzen@faxquote.com,3,29.8,17
cbutzen@inity.com,3,31.3,19.9
cbuvens@sumace.com,3,38.5,15.1
cbuzick@plussunin.com,1,30.6,14.8
cbuzick@plussunin.com,2,52.2,19
cbuzick@plussunin.com,3,41.5,20.9
cbuzick@plussunin.com,4,62,17
ccaiafa@iselectrics.com,3,47.5,24.9
ccaiafa@iselectrics.com,4,40.3,23
ccaldarera@dalttechnology.com,3,47.2,15.8
ccaldarera@iselectrics.com,3,42.4,23.3
ccallaro@stanredtax.com,4,33,23.4
ccalvaresi@rantouch.com,3,66.8,26.7
ccalvaresi@rantouch.com,4,60.5,21.7
ccampain@sonron.com,1,48.9,15.8
ccampain@zumgoity.com,1,31.8,19.5
ccandlish@rangreen.com,3,37.8,22.2
ccastros@ron-tech.com,1,24.3,16.4
ccastros@ron-tech.com,3,44.5,24.5
ccaudy@zathunicon.com,1,57.9,25
ccetta@rundofase.com,1,44.2,22.5
ccetta@rundofase.com,3,54.2,25.7
ccetta@rundofase.com,5,32.7,23.8
ccetta@rundofase.com,6,35.5,20.6
cchui@scotfind.com,1,60.8,25.7
cclaucherty@singletechno.com,1,46.8,27.5
ccolaizzo@scotfind.com,2,47.2,31
ccoody@singletechno.com,2,52.5,17.9
ccookey@treequote.com,1,48.1,21.8
ccorrio@zathunicon.com,4,36.5,21.5
ccorrio@zathunicon.com,5,41.1,20.6
ccoyier@lexiqvolax.com,1,58.5,32.2
ccrupi@golddex.com,2,50.1,25.7
ccrupi@golddex.com,4,50.3,19.1
ccrupi@inity.com,1,39.9,27.5
ccrupi@inity.com,3,38.1,26.5
ccryer@betasoloin.com,1,46.1,20.5
ccryer@betasoloin.com,5,56.3,21.2
cdallen@opentech.com,3,48.2,26
cdallen@opentech.com,5,37.8,25.6
cdallen@singletechno.com,1,53.5,17.2
cdallen@singletechno.com,3,57.2,26.3
cdallen@singletechno.com,7,50.7,23.8
cdallen@singletechno.com,8,49.1,20.4
cdallen@singletechno.com,9,44.8,23.4
cdaufeldt@scotfind.com,3,32.6,23.5
cdegonia@betatech.com,1,49.8,22.8
cdegonia@betatech.com,3,41.8,20.2
cdegroot@newex.com,1,42.9,24.9
cdegroot@newex.com,4,44.4,20.8
cdegroot@newex.com,6,50.1,24.5
cdelasancha@betasoloin.com,1,26.7,24.2
cdelasancha@streethex.com,4,47.7,20.2
cdeleo@zoomit.com,1,64.1,16.7
cdeleo@zoomit.com,3,44,26.4
cdevreese@toughzap.com,3,33.9,14.9
cdickerson@singletechno.com,1,21.1,12.2
cdickerson@singletechno.com,3,49.6,17.6
cdickerson@singletechno.com,9,43,26.9
cdilliard@blackzim.com,5,33.5,17.3
cdinos@donquadtech.com,1,34.7,17.7
cdiscipio@faxquote.com,1,59.8,15.8
cdiscipio@faxquote.com,3,69.6,21.9
cdopico@isdom.com,2,41.1,25.8
cdopico@isdom.com,4,33.9,20.8
cdopico@scottech.com,3,47,27.4
cduenas@ontomedia.com,3,43.4,17.4
cduenas@zotware.com,1,24.6,18.1
cehmann@opentech.com,3,24.7,25.6
cemigh@dalttechnology.com,1,28.6,24.7
ceroman@plusstrip.com,2,61.6,18.8
ceschberger@zumgoity.com,1,39.9,27.3
cfarrow@cancity.com,3,24.9,18.5
cfarrow@scottech.com,1,59.2,22.3
cfarrow@scottech.com,3,26.5,24.1
cfortino@mathtouch.com,1,58.2,24.5
cfrankel@isdom.com,3,25.7,18.8
cfrankel@isdom.com,4,36.2,20.9
cfrankel@isdom.com,6,66.7,24.4
cfrerking@rantouch.com,1,45.3,31.2
cfrey@ron-tech.com,1,36.9,20.6
cfrey@ron-tech.com,2,36.2,19.2
cfrey@ron-tech.com,3,37.7,22
cgarufi@finjob.com,1,44.5,25.7
cgarufi@finjob.com,2,46.9,14.1
cgarufi@finjob.com,3,54.6,28.5
cgehrett@isdom.com,3,45.1,29.2
cgehrett@isdom.com,4,42,26.5
cgellinger@stanredtax.com,1,32.1,22.2
cgellinger@treequote.com,2,47.4,22.4
cgillian@ontomedia.com,2,23.2,34.8
cgillian@ontomedia.com,6,42.3,22.2
cglick@rantouch.com,3,23.6,23.2
cglick@scotfind.com,1,41.5,22.2
cglick@scotfind.com,2,39.6,32.8
cglick@scotfind.com,4,27,22.9
cglick@scotfind.com,5,33.8,25.2
cglick@scotfind.com,8,35,19.7
cgobern@sunnamplex.com,2,41,23.3
cgochal@konex.com,1,34.9,23.2
cgochal@konex.com,2,50.1,19.3
cgochal@konex.com,3,45.4,26.3
cgochal@konex.com,6,40.6,26.2
cgochal@sunnamplex.com,1,54,24.2
cgochal@sunnamplex.com,2,33.7,17.9
cgrenet@y-corporation.com,1,41.2,24
cgudroe@plexzap.com,1,34.8,19.9
chagele@donquadtech.com,1,47.3,21.4
chagele@donquadtech.com,2,63.7,30.4
chagele@donquadtech.com,4,38.6,28.9
chagele@y-corporation.com,1,50.9,20
chalsey@dambase.com,3,45.1,20.1
charnos@blackzim.com,2,47.5,24.7
charoldson@condax.com,2,33.1,22.4
cheimann@silis.com,1,39.3,30.1
cheimann@silis.com,2,48.3,22.1
cherritt@toughzap.com,1,62.4,16.9
chiatt@blackzim.com,1,33.3,26.1
chiatt@blackzim.com,2,24.2,23.6
chiatt@y-corporation.com,2,44.4,24.7
chixenbaugh@dalttechnology.com,1,45.2,18.7
chixenbaugh@dalttechnology.com,2,41.4,17.8
choffis@opentech.com,2,40.6,26.4
choneywell@ganjaflex.com,1,34.5,19.8
choneywell@ganjaflex.com,3,41.1,19.6
choneywell@ganjaflex.com,4,37.3,17.3
choneywell@konex.com,1,35.3,18.2
choneywell@konex.com,4,45.4,18.7
choneywell@konex.com,6,37.7,24.7
choneywell@opentech.com,1,37.3,19.9
choneywell@opentech.com,6,54.6,25.2
choneywell@opentech.com,7,69.5,14.8
choogland@bioplex.com,4,47.2,20.2
chusser@bioholding.com,2,45.3,21.5
chusser@dambase.com,2,34.3,17
chusser@dambase.com,4,52.5,27.9
chusser@dambase.com,6,47.5,21.6
cisenhower@zoomit.com,1,49.3,22.4
citurbide@gogozoom.com,1,39.7,20.2
citurbide@gogozoom.com,4,50.7,15.6
ckannady@green-plus.com,2,33.7,19.3
ckannady@green-plus.com,3,54.3,21.2
ckannady@green-plus.com,4,34.2,19.1
ckannady@y-corporation.com,1,36.1,17.5
ckarpel@singletechno.com,2,35.4,14.2
cketelsen@finhigh.com,2,45.1,18
cketelsen@finhigh.com,3,44.2,18.8
ckiel@betatech.com,2,34.1,18.2
ckines@bioholding.com,2,27,24.9
ckines@bioholding.com,3,36.1,24.4
ckines@openlane.com,2,45.8,23.2
ckippley@sonron.com,2,57.5,22.8
cklang@zoomit.com,1,55,18.5
cklusman@donware.com,1,45.5,16.6
cklusman@donware.com,3,41.8,26.3
cknipp@groovestreet.com,5,25.4,24.9
cknipp@groovestreet.com,6,40.6,25.1
cknipp@groovestreet.com,7,19.3,10.7
ckoppinger@hottechi.com,3,42.2,18.3
ckoppinger@hottechi.com,4,46.3,17.1
ckorando@labdrill.com,3,29.8,23.6
ckorando@labdrill.com,4,54.2,17
ckorando@labdrill.com,6,50.2,27.9
ckorando@newex.com,1,33.9,20.4
ckorando@newex.com,2,37.6,28.2
ckorando@newex.com,3,33.5,27.2
ckownacki@doncon.com,1,53.9,21.1
ckownacki@doncon.com,2,42.1,26.6
ckownacki@doncon.com,3,53,23.3
ckownacki@lexiqvolax.com,1,52.2,22
ckulzer@silis.com,1,43.4,15.8
ckusko@conecom.com,1,43.5,28.2
ckusko@conecom.com,2,51.5,21.5
clabreche@opentech.com,3,51.6,22.2
clawler@cancity.com,1,45.6,22.5
clawler@cancity.com,3,52.8,20.4
clawler@faxquote.com,1,47.5,17.9
clawler@finhigh.com,3,61,19.9
clayous@singletechno.com,3,45.2,21.6
clayous@singletechno.com,6,26.7,18
cleto@betatech.com,2,40.9,14.6
clietz@nam-zim.com,1,46.5,24.3
clietz@nam-zim.com,4,26.3,19.2
clinahan@openlane.com,1,43,23.6
clinahan@openlane.com,3,50.5,21.2
cliukko@inity.com,1,32.3,22.1
cliukko@inity.com,4,41,14.6
cliukko@rantouch.com,1,54.8,21.9
cliukko@rantouch.com,5,40.2,25.6
cloder@kan-code.com,3,38,27.8
clother@treequote.com,2,38.6,25
clother@treequote.com,3,45.2,20.6
clueckenbach@year-job.com,1,34.4,22.4
cmadarang@rundofase.com,1,40.2,23.6
cmadarang@rundofase.com,6,57.1,21.1
cmai@golddex.com,1,45.3,22.5
cmalet@zathunicon.com,1,49.6,25.1
cmarrier@conecom.com,1,35.1,28.7
cmarrier@conecom.com,2,52.3,20
cmastella@rantouch.com,1,25.9,17.6
cmatuszak@silis.com,3,43.6,21.9
cmatuszak@xx-holding.com,1,50.9,16.3
cmeisel@sunnamplex.com,2,23,22.3
cmeisel@sunnamplex.com,3,48.9,19.7
cmiceli@conecom.com,1,45.4,25
cmodzelewski@stanredtax.com,1,41.6,15.3
cmodzelewski@stanredtax.com,2,47,21.7
cmonarrez@gogozoom.com,2,23.9,22.5
cmonarrez@gogozoom.com,3,45.6,17.8
cmonarrez@golddex.com,3,58.9,16.8
cmoyd@toughzap.com,1,37.7,23.2
cmoyd@toughzap.com,3,57.6,26.6
cmulqueen@iselectrics.com,2,23.6,24.2
cmulqueen@zathunicon.com,1,37.2,24.8
cmulqueen@zathunicon.com,2,45.1,21.9
cneither@betatech.com,4,37.8,22.8
cnestle@stanredtax.com,3,45.1,27.6
cnestle@stanredtax.com,6,57.4,22
cnestle@xx-holding.com,3,68.1,24.3
cnewville@ron-tech.com,2,59.8,25.2
cnewville@ron-tech.com,3,51.4,23
cnicka@codehow.com,1,58.4,17.8
cnunlee@streethex.com,2,44.3,10.2
cohms@scotfind.com,2,35.2,17
cohms@toughzap.com,2,47.6,24.5
coldroyd@scottech.com,2,39.1,26.4
coldroyd@scottech.com,3,48.1,25.1
cpalaspas@finhigh.com,1,38.7,18.4
cpalaspas@finhigh.com,2,38.4,22.5
cpalaspas@finhigh.com,3,44.1,25.3
cpapasergi@golddex.com,1,52.7,18.3
cpapasergi@golddex.com,6,41.8,16.6
cpaprocki@scotfind.com,1,38.3,22.5
cparlato@kinnamplus.com,1,45.8,23.1
cpaskin@fasehatice.com,1,29.4,21.7
cpaulas@nam-zim.com,6,44,19.3
cpaulas@warephase.com,4,49.3,18.2
cperin@year-job.com,3,32.8,27.5
cperin@zoomit.com,1,31.2,22
cperin@zoomit.com,4,42.4,25.8
cperin@zoomit.com,5,55.8,25.6
cperin@zoomit.com,6,60.2,21.3
cperruzza@warephase.com,1,48.4,22.6
cperruzza@warephase.com,2,64.5,22.1
cperruzza@warephase.com,3,51.6,16
cpinilla@fasehatice.com,3,31.8,28.3
cpinilla@newex.com,1,53.1,18.9
cplumer@fasehatice.com,2,45.8,21.3
cplumer@fasehatice.com,3,44.7,26.9
cplumer@nam-zim.com,2,50,23.8
cplumer@nam-zim.com,5,33.1,19.8
cpontoriero@groovestreet.com,1,40.4,21.5
cpontoriero@groovestreet.com,7,53,20.6
cpontoriero@groovestreet.com,8,59.2,20.1
cpoquette@kan-code.com,3,42.9,16.5
cpoullion@isdom.com,2,35.1,23.6
cragel@dambase.com,2,53.8,19
craymo@blackzim.com,1,28.1,20.2
cregusters@finhigh.com,1,37.6,21.9
cregusters@finhigh.com,3,26.4,16.4
cregusters@ontomedia.com,6,32.2,12.1
creiber@xx-holding.com,1,44.5,18.6
creiber@xx-holding.com,3,44.9,14.2
creiber@zotware.com,2,45.5,28.4
crestrepo@j-texon.com,1,41,23.8
crhoden@funholding.com,1,35.5,25.1
crhoden@funholding.com,3,40.9,20.4
criden@streethex.com,3,51.8,20
cryser@stanredtax.com,1,23.5,27.8
cryser@stanredtax.com,2,50.2,23.2
cryser@stanredtax.com,3,49.9,20.3
cryser@zathunicon.com,2,38.8,17.9
cryser@zathunicon.com,4,40.2,17.8
csahagun@scotfind.com,2,38.3,24.1
csama@green-plus.com,2,46.4,22.7
csama@green-plus.com,3,61.2,20.6
csama@green-plus.com,5,48.9,23.1
csamu@isdom.com,2,32.7,22.8
csarao@plexzap.com,1,45.5,16.8
csawchuk@konex.com,3,44.1,19
csayaphon@inity.com,2,23.4,18.5
csayaphon@inity.com,3,38.6,22.8
cscheyer@betasoloin.com,2,38.3,30.7
cscheyer@betasoloin.com,3,60.9,21.5
cschnitzler@rangreen.com,2,38.8,17.9
cscipione@gogozoom.com,1,32.4,18.4
cscriven@iselectrics.com,3,40.8,22.9
cscriven@scottech.com,1,35.2,22
csemidey@green-plus.com,1,42.4,16.2
cshields@bioholding.com,1,38.1,26.2
cshields@lexiqvolax.com,3,33.9,20.2
cshin@openlane.com,1,47.7,25.7
cshin@openlane.com,2,44.5,24.7
csilvestrini@donquadtech.com,2,48.7,17.1
csilvestrini@donquadtech.com,3,27.2,26.5
cskulski@funholding.com,1,35.2,25.5
cskursky@codehow.com,1,52.6,29.9
cskursky@nam-zim.com,6,27,23.8
cslayton@stanredtax.com,6,45,22.7
cslayton@stanredtax.com,7,35.4,18
cstaback@gogozoom.com,2,44.7,26.6
cstockham@ontomedia.com,1,42.5,18.6
cstockham@ontomedia.com,2,31.3,23.7
cstockham@ontomedia.com,3,65.8,21.3
cstoltzman@konex.com,3,66.6,15.4
cstorment@green-plus.com,1,62.3,19.8
cstorment@green-plus.com,2,38.3,25.6
cstorment@inity.com,1,19.2,18.9
csuffield@codehow.com,1,48.7,23.3
csuffield@codehow.com,2,40.2,24.1
cswayze@lexiqvolax.com,1,20.3,25.3
cswayze@lexiqvolax.com,2,36.9,27.3
csyrop@rundofase.com,1,42.2,18.7
ctagala@zoomit.com,2,52.2,25.2
ctagala@zoomit.com,3,41.8,16.4
ctjepkema@isdom.com,1,37,21.3
ctjepkema@isdom.com,3,40,26.2
ctjepkema@ron-tech.com,3,46.2,22.6
ctjepkema@ron-tech.com,4,32.2,23.8
ctjepkema@ron-tech.com,5,45.9,22
ctjepkema@streethex.com,1,38.1,24.2
ctjepkema@streethex.com,2,43.1,21.3
ctjepkema@streethex.com,3,33.1,20.3
ctoelkes@stanredtax.com,1,29.8,23.5
ctolfree@rangreen.com,2,46,22.3
ctoyama@treequote.com,1,40.2,28.1
ctoyama@treequote.com,3,29.5,27.3
ctromblay@funholding.com,1,45.2,14.8
ctromblay@funholding.com,5,41,22.2
cturinetti@donquadtech.com,3,38.1,23.1
cvanausdal@domzoom.com,1,53.3,20.1
cvanausdal@domzoom.com,3,41,26.4
cvanausdal@domzoom.com,7,50.9,23.1
cvillanueva@zumgoity.com,1,36.6,29.7
cvillanueva@zumgoity.com,3,52.5,23
cvonasek@kan-code.com,2,48.3,15.5
cvonasek@kan-code.com,4,21.7,21
cwalthall@ontomedia.com,2,51.7,22.7
cwardrip@betasoloin.com,1,41.2,23.6
cwardrip@betasoloin.com,2,43.7,24.9
cwardrip@betasoloin.com,3,41.1,20
cwaymire@conecom.com,1,39.7,19.1
cweglarz@finhigh.com,1,42.9,17.9
cweglarz@konex.com,1,45.4,11.5
cwesterbeck@silis.com,1,40.4,22.4
cwolfgramm@donquadtech.com,1,49.1,19.1
cwolfgramm@donquadtech.com,3,49.4,25.2
cwolfgramm@groovestreet.com,2,45.2,24.8
cworlds@xx-zobam.com,2,33,23.5
cyaw@condax.com,2,60.6,22.6
cyaw@condax.com,3,48.7,21.8
cyaw@xx-holding.com,3,45.2,18.2
cyaw@xx-holding.com,4,38.1,20.2
czepp@y-corporation.com,1,45.4,24
czepp@y-corporation.com,2,38.5,30.4
czepp@y-corporation.com,3,51.5,24.1
dabdallah@bioplex.com,2,38,19.3
dabdallah@bioplex.com,3,35.9,24.2
dabdallah@bioplex.com,6,43.4,24.8
dacey@mathtouch.com,1,67.6,22.8
dacey@mathtouch.com,2,38.9,22.8
dacey@mathtouch.com,3,49.9,24.6
dagramonte@toughzap.com,1,49.6,24.2
dandreason@konex.com,2,26.4,21.3
dangalich@silis.com,1,40.6,25
dangalich@silis.com,2,60.1,16.1
dangalich@silis.com,4,47,22.3
dangalich@silis.com,5,46.3,13.6
dangalich@silis.com,6,25,23.4
dbarfield@ganjaflex.com,4,66.2,24.6
dbayless@sonron.com,1,53.9,25.2
dbennick@zotware.com,4,32.3,22.8
dbennick@zotware.com,5,50.4,25.8
dbennick@zotware.com,6,33.2,18.5
dberray@groovestreet.com,2,46.9,17.9
dberray@groovestreet.com,3,57.2,25.1
dbevelacqua@silis.com,2,41.4,26.8
dbevelacqua@silis.com,3,33.3,16.7
dbilden@kinnamplus.com,2,30,19
dbilden@kinnamplus.com,3,43.6,23.6
dbilden@kinnamplus.com,4,34.6,28.1
dboord@year-job.com,3,47.8,23.9
dborgman@y-corporation.com,1,45.7,19.4
dborgman@y-corporation.com,2,48.9,24.3
dborgman@y-corporation.com,4,27.3,22.4
dbowley@warephase.com,3,28,18.4
dbrachle@fasehatice.com,2,57.1,29.8
dbrachle@fasehatice.com,4,56.2,18.9
dbrachle@fasehatice.com,6,37.6,28.6
dbrachle@stanredtax.com,1,44.6,21.1
dbrachle@stanredtax.com,2,31.3,23
dbrachle@stanredtax.com,3,48.8,17.9
dbrachle@stanredtax.com,4,59.1,23
dbreland@inity.com,1,46.2,25.1
dbrossart@faxquote.com,4,32.3,21.6
dbrossart@faxquote.com,6,51.9,24.8
dbrossart@finjob.com,1,40.3,25.2
dburnard@zathunicon.com,2,31.8,22.3
dburnard@zathunicon.com,3,35.8,24.6
dbuvens@iselectrics.com,3,51.5,26.4
dbuvens@nam-zim.com,1,42.5,25.2
dbuvens@newex.com,1,33.8,21.6
dbuvens@rangreen.com,1,38.6,26.9
dbuvens@rangreen.com,3,56,22.2
dbuvens@rangreen.com,4,46.2,15.6
dcaldarera@isdom.com,3,43.9,14.7
dcaldarera@isdom.com,4,49,21.2
dcaldarera@isdom.com,5,29.9,22.4
dcanlas@betatech.com,1,39.2,16.9
dcanlas@konex.com,1,27.5,17.8
dchesterfield@isdom.com,1,21.6,16.7
dclaucherty@streethex.com,3,51.3,27.6
dcomnick@finhigh.com,3,33.1,21.3
dcomnick@finhigh.com,4,28.1,25.8
dcomnick@finhigh.com,5,43.7,31
dcomnick@finhigh.com,10,29.7,22.8
dcomnick@rundofase.com,1,42.8,25.9
dcomnick@rundofase.com,2,24.2,21.3
dcomnick@rundofase.com,3,47.2,24.9
dcork@zotware.com,3,54.5,19.6
dcorrio@codehow.com,3,49.2,17
dcoyier@zathunicon.com,1,26.5,20.9
dcraghead@silis.com,3,41.9,30.3
dcronauer@finjob.com,2,31.1,26.8
dcrupi@ontomedia.com,1,54.6,18.7
dcrupi@ontomedia.com,2,33.5,23.6
dcrupi@ontomedia.com,3,44.8,29.1
dcryer@inity.com,1,21.7,27.6
ddarakjy@cancity.com,4,54.6,17.4
ddarakjy@cancity.com,5,43.5,26.9
ddarakjy@cancity.com,6,51,21.9
ddegonia@silis.com,1,48,31.8
ddegroot@stanredtax.com,3,42.5,24.2
ddelasancha@funholding.com,4,54.9,28.7
ddevreese@fasehatice.com,1,55.9,21.1
ddevreese@fasehatice.com,3,21.9,19.1
ddhamer@blackzim.com,2,36.3,24.4
ddhamer@blackzim.com,3,35.1,16
ddilliard@konmatfix.com,1,52.4,21.1
ddinos@toughzap.com,1,42.9,29.4
ddiscipio@j-texon.com,2,35.3,23.6
ddiscipio@j-texon.com,5,26.7,10.3
ddiscipio@j-texon.com,7,45.4,26.2
demigh@xx-holding.com,1,58.4,15
dengelberg@condax.com,2,41.6,18.7
destell@xx-zobam.com,2,43.2,24.3
destell@xx-zobam.com,3,39.1,20
dfallick@toughzap.com,3,57.7,24.4
dfallick@toughzap.com,4,37.2,18.2
dfarrow@betatech.com,1,47,21.3
dfarrow@domzoom.com,2,40.6,20.5
dfarrow@labdrill.com,3,40.6,20
dfeichtner@toughzap.com,7,50.7,22.4
dfelger@y-corporation.com,1,59.9,18
dfelger@y-corporation.com,5,60.1,24.8
dfelger@y-corporation.com,7,50.8,23.1
dfelger@y-corporation.com,15,54.1,22.9
dfritz@betatech.com,3,42.4,27.1
dgehrett@scotfind.com,3,50.6,22.2
dgellinger@conecom.com,1,44.6,21.1
dgellinger@conecom.com,3,34.4,18.4
dgesick@rundofase.com,1,33.9,17.7
dgillaspie@lexiqvolax.com,3,38.1,23.7
dgleich@sumace.com,1,37.7,23
dgleich@sumace.com,4,48.1,18.6
dgleich@sumace.com,5,46.5,26.9
dgoldammer@statholdings.com,1,28.2,24
dgoldammer@statholdings.com,2,46.9,19.1
dhalter@newex.com,1,39.1,25.4
dharnos@rantouch.com,7,47.7,19.1
dharnos@rantouch.com,8,52.8,22
dharnos@rantouch.com,9,26.3,22.3
dharnos@xx-holding.com,1,46.1,23.8
dharoldson@fasehatice.com,2,52.9,26.7
dharoldson@fasehatice.com,3,41.6,8.7
dharoldson@zathunicon.com,3,33.5,24.5
dheimann@konmatfix.com,2,59.1,20.1
dheintzman@nam-zim.com,3,55.5,23.1
dhengel@silis.com,1,38.1,24.3
dhengel@silis.com,3,31.9,28.4
dhidvegi@konmatfix.com,2,56.4,23.5
dhidvegi@konmatfix.com,3,44.9,24.6
dhidvegi@konmatfix.com,4,64.7,13.5
dhidvegi@konmatfix.com,5,53.9,25
dhirpara@xx-zobam.com,1,37.8,27.8
dhirpara@xx-zobam.com,2,35.1,13.1
dhughey@condax.com,1,53.4,18.1
dhughey@newex.com,1,31.6,24.9
disenhower@iselectrics.com,1,31.6,27.3
disenhower@opentech.com,1,32.2,25.4
disenhower@opentech.com,2,44.5,19.2
disenhower@opentech.com,3,38.1,22.9
diturbide@ganjaflex.com,2,36.1,23.2
diturbide@ganjaflex.com,4,43.5,22.3
diturbide@isdom.com,2,74.4,18.1
djulia@zathunicon.com,2,40.1,19.3
djurney@labdrill.com,3,64.7,21.8
djuvera@xx-zobam.com,1,28.7,18.3
dkannady@yearin.com,2,40.9,23.8
dkarpel@rantouch.com,1,54.4,26.3
dkarpel@rantouch.com,3,37.6,19.4
dkines@gogozoom.com,1,41.2,20.2
dkines@gogozoom.com,2,32.9,23.6
dkines@rangreen.com,3,42.9,26
dkippley@plexzap.com,2,48,26.4
dkippley@plexzap.com,7,31.4,19.1
dklimek@groovestreet.com,3,45.1,24.9
dkoppinger@blackzim.com,1,40,18.7
dkulzer@gogozoom.com,1,42.5,15.2
dkulzer@rundofase.com,3,59.6,19.1
dlatzke@funholding.com,1,57.9,19.7
dleinenbach@year-job.com,1,37.4,25.4
dleinenbach@year-job.com,3,29,18.2
dleinenbach@zumgoity.com,3,41.2,20.1
dleto@ganjaflex.com,1,30.9,26.7
dleto@ganjaflex.com,2,36.6,19.2
dleto@ganjaflex.com,3,50.5,26.8
dlipke@blackzim.com,1,33.8,20.1
dlipke@blackzim.com,3,65.8,21.1
dlipke@sonron.com,1,43.2,22.2
dlizama@funholding.com,2,29.1,23.3
dlizama@funholding.com,4,46.4,18.6
dluczki@ganjaflex.com,1,62,26.6
dluczki@ganjaflex.com,2,40.9,24.5
dluczki@ganjaflex.com,3,39.8,24.8
dlueckenbach@conecom.com,1,42.6,18.8
dlueckenbach@conecom.com,3,30.3,22.1
dlueckenbach@conecom.com,4,46.3,29.7
dlueckenbach@conecom.com,6,40.3,21.7
dmaclead@zathunicon.com,1,44.7,21.9
dmaile@conecom.com,4,39.4,20.6
dmaisto@stanredtax.com,1,45.8,21.8
dmalvin@openlane.com,1,42,24.7
dmanno@ron-tech.com,1,37.8,22.4
dmarrier@newex.com,5,49.6,22.6
dmarrier@newex.com,6,43.7,22.3
dmartabano@rundofase.com,1,52,14.1
dmaynerich@xx-zobam.com,1,43,21.2
dmaynerich@xx-zobam.com,3,55.5,27.8
dmaynerich@xx-zobam.com,5,42.8,27.1
dmaynerich@xx-zobam.com,7,47.1,23.3
dmclaird@bioholding.com,1,38.5,21.8
dmclaird@bioholding.com,3,35.4,18.8
dmcnease@ontomedia.com,1,46.7,25.3
dmcnease@ontomedia.com,3,53.6,24.2
dmeinerding@toughzap.com,1,34.7,19.9
dmeisel@goodsilron.com,2,54.2,22.6
dmeisel@goodsilron.com,5,56.4,23.5
dmeisel@goodsilron.com,6,40.9,22.7
dmiceli@treequote.com,1,41,21.5
dmiceli@treequote.com,4,34.8,14.7
dmondella@ron-tech.com,3,24.9,15.6
dmorasca@y-corporation.com,1,55.5,16.6
dmorasca@y-corporation.com,4,61.7,28.4
dmorocco@faxquote.com,3,35.9,17.1
dmyricks@hatfan.com,1,40.3,21.7
dnabours@zoomit.com,1,51.2,23.9
dnabours@zoomit.com,2,49.6,17.6
dnabours@zoomit.com,3,43.7,28.4
dnabours@zoomit.com,5,56.8,27.3
dnabours@zoomit.com,6,47.9,20.6
dneither@funholding.com,3,48.2,25.5
dogg@inity.com,3,51,27.7
dpaa@labdrill.com,1,33.4,18.2
dpaa@labdrill.com,5,51.2,21.7
dpaa@labdrill.com,6,37,22.3
dpagliuca@stanredtax.com,8,25.8,20
dpagliuca@stanredtax.com,10,36.3,15.3
dpagliuca@stanredtax.com,11,27.8,24.7
dpalaspas@fasehatice.com,1,46.1,26.1
dplumer@plussunin.com,1,46.6,18.7
dplumer@plussunin.com,3,42.7,24.3
dplumer@plussunin.com,7,16,24.2
dpolidori@sumace.com,1,37.9,22.3
dpontoriero@plexzap.com,1,42.1,18
dpontoriero@plexzap.com,2,52.6,26.3
dpoquette@stanredtax.com,1,57.3,20.9
draymo@cancity.com,2,38.2,23.6
drestrepo@scotfind.com,1,51.4,20.2
drhym@sunnamplex.com,1,66.7,20.8
drhym@sunnamplex.com,2,30.3,20.8
drim@green-plus.com,4,32.9,21.6
drim@zathunicon.com,6,52.8,25
drodefer@fasehatice.com,1,37.9,25.8
drodenberger@doncon.com,1,46.3,20.6
drulapaugh@conecom.com,1,36.6,21.5
dryser@zoomit.com,1,49.1,20.8
dryser@zoomit.com,2,32.9,27.2
dsama@betatech.com,1,44.3,31
dsamu@finjob.com,2,47.9,22.1
dschemmer@iselectrics.com,3,36.5,15
dschemmer@streethex.com,2,47,19.6
dschemmer@streethex.com,3,57.6,21.7
dschirpke@donquadtech.com,1,70.9,24.9
dschirpke@donquadtech.com,2,34,20.6
dscipione@labdrill.com,3,51.2,18.7
dscipione@labdrill.com,5,44.1,29.3
dscriven@doncon.com,2,50.5,17.6
dshadrick@rantouch.com,1,46.3,19.7
dshadrick@rantouch.com,2,44.5,19.8
dshinko@ontomedia.com,2,43.9,20.9
dshinko@zotware.com,1,34.2,21.9
dskursky@conecom.com,3,38.5,25.6
dskursky@conecom.com,5,54.7,21.3
dskursky@konex.com,1,39.1,22.4
dskursky@konex.com,2,55.3,22.5
dskursky@konex.com,3,55.6,20.8
dslayton@xx-holding.com,1,27.6,31.3
dslayton@xx-holding.com,2,60.2,26.7
dspickerman@fasehatice.com,2,49.4,20.4
dsteffensmeier@cancity.com,1,47.4,20.9
dsteffensmeier@cancity.com,4,42.4,17.7
dsteier@openlane.com,1,45.5,27.7
dstimmel@dalttechnology.com,1,60.5,14.2
dstimmel@dalttechnology.com,2,49.6,16.9
